timestamp,value
2023-12-09T00:00:03Z,93.7
2023-12-09T00:01:03Z,93.4
2023-12-09T00:02:03Z,94.1
2023-12-09T00:03:03Z,94.4
2023-12-09T00:04:03Z,94.4
2023-12-09T00:05:03Z,50.0
2023-12-09T00:06:03Z,94.7
2023-12-09T00:07:03Z,95.4
2023-12-09T00:08:03Z,95.8
2023-12-09T00:09:03Z,96.1
2023-12-09T00:10:03Z,96.9
2023-12-09T00:11:03Z,97.7
2023-12-09T00:12:03Z,98.2
2023-12-09T00:13:03Z,98.5
2023-12-09T00:14:03Z,98.6
2023-12-09T00:15:03Z,98.8
2023-12-09T00:16:03Z,98.8
2023-12-09T00:17:03Z,98.9
2023-12-09T00:18:03Z,50.0
2023-12-09T00:19:03Z,98.7
2023-12-09T00:20:03Z,97.8
2023-12-09T00:21:03Z,96.7
2023-12-09T00:22:03Z,96.1
2023-12-09T00:23:03Z,95.7
2023-12-09T00:24:03Z,95.3
2023-12-09T00:25:03Z,95.1
2023-12-09T00:26:03Z,95.1
2023-12-09T00:27:03Z,95.1
2023-12-09T00:28:03Z,95.0
2023-12-09T00:29:03Z,95.1
2023-12-09T00:30:03Z,95.2
2023-12-09T00:31:03Z,95.4
2023-12-09T00:32:03Z,95.3
2023-12-09T00:33:03Z,95.6
2023-12-09T00:34:03Z,95.6
2023-12-09T00:35:03Z,95.6
2023-12-09T00:36:03Z,95.6
2023-12-09T00:37:03Z,95.6
2023-12-09T00:38:03Z,95.5
2023-12-09T00:39:03Z,95.4
2023-12-09T00:40:03Z,95.4
2023-12-09T00:41:03Z,95.5
2023-12-09T00:42:03Z,95.5
2023-12-09T00:43:03Z,95.6
2023-12-09T00:44:03Z,95.6
2023-12-09T00:45:03Z,95.5
2023-12-09T00:46:03Z,95.7
2023-12-09T00:47:03Z,95.8
2023-12-09T00:48:03Z,95.8
2023-12-09T00:49:03Z,95.9
2023-12-09T00:50:03Z,95.9
2023-12-09T00:51:03Z,95.8
2023-12-09T00:52:03Z,95.8
2023-12-09T00:53:03Z,95.9
2023-12-09T00:54:03Z,95.9
2023-12-09T00:55:03Z,95.9
2023-12-09T00:56:03Z,95.9
2023-12-09T00:57:03Z,96.0
2023-12-09T00:58:03Z,50.0
2023-12-09T00:59:03Z,96.0
2023-12-09T01:00:03Z,95.9
2023-12-09T01:01:03Z,95.8
2023-12-09T01:02:03Z,95.8
2023-12-09T01:03:03Z,95.8
2023-12-09T01:04:03Z,95.7
2023-12-09T01:05:03Z,95.7
2023-12-09T01:06:03Z,95.7
2023-12-09T01:07:03Z,95.8
2023-12-09T01:08:03Z,95.8
2023-12-09T01:09:03Z,95.9
2023-12-09T01:10:03Z,95.9
2023-12-09T01:11:03Z,95.9
2023-12-09T01:12:03Z,95.9
2023-12-09T01:13:03Z,95.9
2023-12-09T01:14:03Z,95.8
2023-12-09T01:15:03Z,96.0
2023-12-09T01:16:03Z,95.9
2023-12-09T01:17:03Z,96.0
2023-12-09T01:18:03Z,96.0
2023-12-09T01:19:03Z,96.0
2023-12-09T01:20:03Z,95.9
2023-12-09T01:21:03Z,95.8
2023-12-09T01:22:03Z,95.9
2023-12-09T01:23:03Z,95.9
2023-12-09T01:24:03Z,95.9
2023-12-09T01:25:03Z,50.0
2023-12-09T01:26:03Z,95.7
2023-12-09T01:27:03Z,96.0
2023-12-09T01:28:03Z,97.0
2023-12-09T01:29:03Z,97.8
2023-12-09T01:30:03Z,98.3
2023-12-09T01:31:03Z,99.2
2023-12-09T01:32:03Z,99.7
2023-12-09T01:33:03Z,100.0
2023-12-09T01:34:03Z,100.0
2023-12-09T01:35:03Z,100.0
2023-12-09T01:36:03Z,99.4
2023-12-09T01:37:03Z,96.9
2023-12-09T01:38:03Z,90.2
2023-12-09T01:39:03Z,90.0
2023-12-09T01:40:03Z,92.2
